@relation san_diego_cost_ts_hourly_unix_gmt_local-weka.filters.unsupervised.attribute.NumericToNominal-R14-weka.filters.unsupervised.attribute.Remove-R1-6

@attribute usage_hr_before numeric
@attribute usage_2hr_before numeric
@attribute usage_day_before numeric
@attribute month {Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec}
@attribute day {Sat,Sun,Mon,Tue,Wed,Thu,Fri}
@attribute hour numeric
@attribute usage numeric
@attribute usage_binary {0,1}

@data
0.429,0.45,0.447,Nov,Tue,4,0.441,0
0.441,0.429,0.505,Nov,Tue,5,0.422,0
0.422,0.441,0.583,Nov,Tue,6,0.498,0
0.498,0.422,0.648,Nov,Tue,7,0.617,0
0.617,0.498,0.721,Nov,Tue,8,0.664,0
0.664,0.617,0.781,Nov,Tue,9,0.698,0
0.698,0.664,0.764,Nov,Tue,10,0.698,0
0.698,0.698,0.797,Nov,Tue,11,0.698,0
0.698,0.698,0.8,Nov,Tue,12,0.693,0
0.693,0.698,0.776,Nov,Tue,13,0.763,1
0.763,0.693,0.754,Nov,Tue,14,0.712,0
0.712,0.763,0.72,Nov,Tue,15,0.681,0
0.681,0.712,0.803,Nov,Tue,16,0.708,0
0.708,0.681,1.076,Nov,Tue,17,0.787,1
0.787,0.708,1.114,Nov,Tue,18,1.078,1
1.078,0.787,1.062,Nov,Tue,19,1.155,1
1.155,1.078,0.982,Nov,Tue,20,1.061,1
1.061,1.155,0.881,Nov,Tue,21,1.01,1
1.01,1.061,0.724,Nov,Tue,22,0.88,1
0.88,1.01,0.566,Nov,Tue,23,0.707,0
0.707,0.88,0.49,Nov,Wed,0,0.58,0
0.58,0.707,0.45,Nov,Wed,1,0.505,0
0.505,0.58,0.429,Nov,Wed,2,0.453,0
0.453,0.505,0.441,Nov,Wed,3,0.435,0
0.435,0.453,0.422,Nov,Wed,4,0.431,0
0.431,0.435,0.498,Nov,Wed,5,0.436,0
0.436,0.431,0.617,Nov,Wed,6,0.522,0
0.522,0.436,0.664,Nov,Wed,7,0.654,0
0.654,0.522,0.698,Nov,Wed,8,0.704,0
0.704,0.654,0.698,Nov,Wed,9,0.697,0
0.697,0.704,0.698,Nov,Wed,10,0.694,0
0.694,0.697,0.693,Nov,Wed,11,0.662,0
0.662,0.694,0.763,Nov,Wed,12,0.688,0
0.688,0.662,0.712,Nov,Wed,13,0.71,0
0.71,0.688,0.681,Nov,Wed,14,0.684,0
0.684,0.71,0.708,Nov,Wed,15,0.64,0
0.64,0.684,0.787,Nov,Wed,16,0.626,0
0.626,0.64,1.078,Nov,Wed,17,0.746,0
0.746,0.626,1.155,Nov,Wed,18,1.025,1
1.025,0.746,1.061,Nov,Wed,19,1.127,1
1.127,1.025,1.01,Nov,Wed,20,1.041,1
1.041,1.127,0.88,Nov,Wed,21,0.97,1
0.97,1.041,0.707,Nov,Wed,22,0.883,1
0.883,0.97,0.58,Nov,Wed,23,0.719,0
0.719,0.883,0.505,Nov,Thu,0,0.559,0
0.559,0.719,0.453,Nov,Thu,1,0.477,0
0.477,0.559,0.435,Nov,Thu,2,0.443,0
0.443,0.477,0.431,Nov,Thu,3,0.436,0
0.436,0.443,0.436,Nov,Thu,4,0.438,0
0.438,0.436,0.522,Nov,Thu,5,0.43,0
0.43,0.438,0.654,Nov,Thu,6,0.509,0
0.509,0.43,0.704,Nov,Thu,7,0.632,0
0.632,0.509,0.697,Nov,Thu,8,0.676,0
0.676,0.632,0.694,Nov,Thu,9,0.665,0
0.665,0.676,0.662,Nov,Thu,10,0.696,0
0.696,0.665,0.688,Nov,Thu,11,0.667,0
0.667,0.696,0.71,Nov,Thu,12,0.631,0
0.631,0.667,0.684,Nov,Thu,13,0.665,0
0.665,0.631,0.64,Nov,Thu,14,0.623,0
0.623,0.665,0.626,Nov,Thu,15,0.628,0
0.628,0.623,0.746,Nov,Thu,16,0.619,0
0.619,0.628,1.025,Nov,Thu,17,0.695,0
0.695,0.619,1.127,Nov,Thu,18,0.973,1
0.973,0.695,1.041,Nov,Thu,19,1.09,1
1.09,0.973,0.97,Nov,Thu,20,1.021,1
1.021,1.09,0.883,Nov,Thu,21,0.97,1
0.97,1.021,0.719,Nov,Thu,22,0.841,1
0.841,0.97,0.559,Nov,Thu,23,0.71,0
0.71,0.841,0.477,Nov,Fri,0,0.571,0
0.571,0.71,0.443,Nov,Fri,1,0.492,0
0.492,0.571,0.436,Nov,Fri,2,0.437,0
0.437,0.492,0.438,Nov,Fri,3,0.428,0
0.428,0.437,0.43,Nov,Fri,4,0.439,0
0.439,0.428,0.509,Nov,Fri,5,0.43,0
0.43,0.439,0.632,Nov,Fri,6,0.517,0
0.517,0.43,0.676,Nov,Fri,7,0.622,0
0.622,0.517,0.665,Nov,Fri,8,0.703,0
0.703,0.622,0.696,Nov,Fri,9,0.715,0
0.715,0.703,0.667,Nov,Fri,10,0.694,0
0.694,0.715,0.631,Nov,Fri,11,0.673,0
0.673,0.694,0.665,Nov,Fri,12,0.671,0
0.671,0.673,0.623,Nov,Fri,13,0.697,0
0.697,0.671,0.628,Nov,Fri,14,0.652,0
0.652,0.697,0.619,Nov,Fri,15,0.624,0
0.624,0.652,0.695,Nov,Fri,16,0.663,0
0.663,0.624,0.973,Nov,Fri,17,0.735,0
0.735,0.663,1.09,Nov,Fri,18,1,1
1,0.735,1.021,Nov,Fri,19,1.082,1
1.082,1,0.97,Nov,Fri,20,1.06,1
1.06,1.082,0.841,Nov,Fri,21,1.002,1
1.002,1.06,0.71,Nov,Fri,22,0.871,1
0.871,1.002,0.571,Nov,Fri,23,0.697,0
0.697,0.871,0.492,Nov,Sat,0,0.572,0
0.572,0.697,0.437,Nov,Sat,1,0.494,0
0.494,0.572,0.428,Nov,Sat,2,0.451,0
0.451,0.494,0.439,Nov,Sat,3,0.438,0
0.438,0.451,0.43,Nov,Sat,4,0.44,0
0.44,0.438,0.517,Nov,Sat,5,0.438,0
0.438,0.44,0.622,Nov,Sat,6,0.506,0
0.506,0.438,0.703,Nov,Sat,7,0.618,0
0.618,0.506,0.715,Nov,Sat,8,0.693,0
0.693,0.618,0.694,Nov,Sat,9,0.698,0
0.698,0.693,0.673,Nov,Sat,10,0.735,0
0.735,0.698,0.671,Nov,Sat,11,0.721,0
0.721,0.735,0.697,Nov,Sat,12,0.713,0
0.713,0.721,0.652,Nov,Sat,13,0.713,0
0.713,0.713,0.624,Nov,Sat,14,0.695,0
0.695,0.713,0.663,Nov,Sat,15,0.686,0
0.686,0.695,0.735,Nov,Sat,16,0.7,0
0.7,0.686,1,Nov,Sat,17,0.788,1
0.788,0.7,1.082,Nov,Sat,18,1.034,1
1.034,0.788,1.06,Nov,Sat,19,1.075,1
1.075,1.034,1.002,Nov,Sat,20,1.015,1
1.015,1.075,0.871,Nov,Sat,21,0.956,1
0.956,1.015,0.697,Nov,Sat,22,0.858,1
0.858,0.956,0.572,Nov,Sat,23,0.741,0
0.741,0.858,0.494,Nov,Sun,0,0.625,0
0.625,0.741,0.451,Nov,Sun,1,0.53,0
0.53,0.625,0.438,Nov,Sun,2,0.462,0
0.462,0.53,0.44,Nov,Sun,2,0.441,0
0.441,0.462,0.438,Nov,Sun,2,0.444,0
0.444,0.441,0.506,Nov,Sun,3,0.431,0
0.431,0.444,0.618,Nov,Sun,4,0.475,0
0.475,0.431,0.693,Nov,Sun,5,0.549,0
0.549,0.475,0.698,Nov,Sun,6,0.624,0
0.624,0.549,0.735,Nov,Sun,7,0.68,0
0.68,0.624,0.721,Nov,Sun,8,0.697,0
0.697,0.68,0.713,Nov,Sun,10,0.701,0
0.701,0.697,0.713,Nov,Sun,11,0.702,0
0.702,0.701,0.695,Nov,Sun,12,0.736,0
0.736,0.702,0.686,Nov,Sun,13,0.685,0
0.685,0.736,0.7,Nov,Sun,14,0.659,0
0.659,0.685,0.788,Nov,Sun,15,0.709,0
0.709,0.659,1.034,Nov,Sun,16,0.815,1
0.815,0.709,1.075,Nov,Sun,17,1.071,1
1.071,0.815,1.015,Nov,Sun,18,1.083,1
1.083,1.071,0.956,Nov,Sun,19,1.01,1
1.01,1.083,0.858,Nov,Sun,20,0.934,1
0.934,1.01,0.741,Nov,Sun,21,0.83,1
0.83,0.934,0.625,Nov,Sun,22,0.714,0
0.714,0.83,0.53,Nov,Sun,23,0.604,0
0.604,0.714,0.462,Nov,Mon,0,0.523,0
0.523,0.604,0.441,Nov,Mon,1,0.468,0
0.468,0.523,0.444,Nov,Mon,2,0.445,0
0.445,0.468,0.431,Nov,Mon,3,0.448,0
0.448,0.445,0.475,Nov,Mon,4,0.43,0
0.43,0.448,0.549,Nov,Mon,5,0.479,0
0.479,0.43,0.624,Nov,Mon,6,0.551,0
0.551,0.479,0.68,Nov,Mon,7,0.613,0
0.613,0.551,0.697,Nov,Mon,8,0.704,0
0.704,0.613,0.701,Nov,Mon,9,0.722,0
0.722,0.704,0.702,Nov,Mon,10,0.738,0
0.738,0.722,0.736,Nov,Mon,11,0.749,0
0.749,0.738,0.685,Nov,Mon,12,0.762,1
0.762,0.749,0.659,Nov,Mon,13,0.75,0
0.75,0.762,0.709,Nov,Mon,14,0.726,0
0.726,0.75,0.815,Nov,Mon,15,0.705,0
0.705,0.726,1.071,Nov,Mon,16,0.793,1
0.793,0.705,1.083,Nov,Mon,17,1.064,1
1.064,0.793,1.01,Nov,Mon,18,1.113,1
1.113,1.064,0.934,Nov,Mon,19,1.084,1
1.084,1.113,0.83,Nov,Mon,20,1.005,1
1.005,1.084,0.714,Nov,Mon,21,0.869,1
0.869,1.005,0.604,Nov,Mon,22,0.738,0
0.738,0.869,0.523,Nov,Mon,23,0.603,0
0.603,0.738,0.468,Nov,Tue,0,0.517,0
0.517,0.603,0.445,Nov,Tue,1,0.454,0
0.454,0.517,0.448,Nov,Tue,2,0.437,0
0.437,0.454,0.43,Nov,Tue,3,0.442,0
0.442,0.437,0.479,Nov,Tue,4,0.438,0
0.438,0.442,0.551,Nov,Tue,5,0.507,0
0.507,0.438,0.613,Nov,Tue,6,0.598,0
0.598,0.507,0.704,Nov,Tue,7,0.629,0
0.629,0.598,0.722,Nov,Tue,8,0.685,0
0.685,0.629,0.738,Nov,Tue,9,0.706,0
0.706,0.685,0.749,Nov,Tue,10,0.727,0
0.727,0.706,0.762,Nov,Tue,11,0.749,0
0.749,0.727,0.75,Nov,Tue,12,0.757,1
0.757,0.749,0.726,Nov,Tue,13,0.741,0
0.741,0.757,0.705,Nov,Tue,14,0.705,0
0.705,0.741,0.793,Nov,Tue,15,0.736,0
0.736,0.705,1.064,Nov,Tue,16,0.804,1
0.804,0.736,1.113,Nov,Tue,17,1.093,1
1.093,0.804,1.084,Nov,Tue,18,1.146,1
1.146,1.093,1.005,Nov,Tue,19,1.059,1
1.059,1.146,0.869,Nov,Tue,20,0.999,1
0.999,1.059,0.738,Nov,Tue,21,0.86,1
0.86,0.999,0.603,Nov,Tue,22,0.714,0
0.714,0.86,0.517,Nov,Tue,23,0.596,0
0.596,0.714,0.454,Nov,Wed,0,0.497,0
0.497,0.596,0.437,Nov,Wed,1,0.447,0
0.447,0.497,0.442,Nov,Wed,2,0.439,0
0.439,0.447,0.438,Nov,Wed,3,0.436,0
0.436,0.439,0.507,Nov,Wed,4,0.43,0
0.43,0.436,0.598,Nov,Wed,5,0.512,0
0.512,0.43,0.629,Nov,Wed,6,0.581,0
0.581,0.512,0.685,Nov,Wed,7,0.654,0
0.654,0.581,0.706,Nov,Wed,8,0.684,0
0.684,0.654,0.727,Nov,Wed,9,0.705,0
0.705,0.684,0.749,Nov,Wed,10,0.706,0
0.706,0.705,0.757,Nov,Wed,11,0.734,0
0.734,0.706,0.741,Nov,Wed,12,0.721,0
0.721,0.734,0.705,Nov,Wed,13,0.696,0
0.696,0.721,0.736,Nov,Wed,14,0.661,0
0.661,0.696,0.804,Nov,Wed,15,0.637,0
0.637,0.661,1.093,Nov,Wed,16,0.751,1
0.751,0.637,1.146,Nov,Wed,17,1.053,1
1.053,0.751,1.059,Nov,Wed,18,1.113,1
1.113,1.053,0.999,Nov,Wed,19,1.103,1
1.103,1.113,0.86,Nov,Wed,20,1.017,1
1.017,1.103,0.714,Nov,Wed,21,0.879,1
0.879,1.017,0.596,Nov,Wed,22,0.722,0
0.722,0.879,0.497,Nov,Wed,23,0.603,0
0.603,0.722,0.447,Nov,Thu,0,0.52,0
0.52,0.603,0.439,Nov,Thu,1,0.463,0
0.463,0.52,0.436,Nov,Thu,2,0.446,0
0.446,0.463,0.43,Nov,Thu,3,0.459,0
0.459,0.446,0.512,Nov,Thu,4,0.45,0
0.45,0.459,0.581,Nov,Thu,5,0.529,0
0.529,0.45,0.654,Nov,Thu,6,0.629,0
0.629,0.529,0.684,Nov,Thu,7,0.671,0
0.671,0.629,0.705,Nov,Thu,8,0.668,0
0.668,0.671,0.706,Nov,Thu,9,0.665,0
0.665,0.668,0.734,Nov,Thu,10,0.648,0
0.648,0.665,0.721,Nov,Thu,11,0.653,0
0.653,0.648,0.696,Nov,Thu,12,0.688,0
0.688,0.653,0.661,Nov,Thu,13,0.69,0
0.69,0.688,0.637,Nov,Thu,14,0.671,0
0.671,0.69,0.751,Nov,Thu,15,0.668,0
0.668,0.671,1.053,Nov,Thu,16,0.752,1
0.752,0.668,1.113,Nov,Thu,17,1.061,1
1.061,0.752,1.103,Nov,Thu,18,1.129,1
1.129,1.061,1.017,Nov,Thu,19,1.064,1
1.064,1.129,0.879,Nov,Thu,20,0.996,1
0.996,1.064,0.722,Nov,Thu,21,0.887,1
0.887,0.996,0.603,Nov,Thu,22,0.745,0
0.745,0.887,0.52,Nov,Thu,23,0.601,0
0.601,0.745,0.463,Nov,Fri,0,0.503,0
0.503,0.601,0.446,Nov,Fri,1,0.46,0
0.46,0.503,0.459,Nov,Fri,2,0.442,0
0.442,0.46,0.45,Nov,Fri,3,0.45,0
0.45,0.442,0.529,Nov,Fri,4,0.436,0
0.436,0.45,0.629,Nov,Fri,5,0.516,0
0.516,0.436,0.671,Nov,Fri,6,0.626,0
0.626,0.516,0.668,Nov,Fri,7,0.667,0
0.667,0.626,0.665,Nov,Fri,8,0.696,0
0.696,0.667,0.648,Nov,Fri,9,0.712,0
0.712,0.696,0.653,Nov,Fri,10,0.705,0
0.705,0.712,0.688,Nov,Fri,11,0.719,0
0.719,0.705,0.69,Nov,Fri,12,0.733,0
0.733,0.719,0.671,Nov,Fri,13,0.689,0
0.689,0.733,0.668,Nov,Fri,14,0.694,0
0.694,0.689,0.752,Nov,Fri,15,0.679,0
0.679,0.694,1.061,Nov,Fri,16,0.773,1
0.773,0.679,1.129,Nov,Fri,17,1.052,1
1.052,0.773,1.064,Nov,Fri,18,1.12,1
1.12,1.052,0.996,Nov,Fri,19,1.083,1
1.083,1.12,0.887,Nov,Fri,20,1.056,1
1.056,1.083,0.745,Nov,Fri,21,0.923,1
0.923,1.056,0.601,Nov,Fri,22,0.767,1
0.767,0.923,0.503,Nov,Fri,23,0.625,0
0.625,0.767,0.46,Nov,Sat,0,0.531,0
0.531,0.625,0.442,Nov,Sat,1,0.476,0
0.476,0.531,0.45,Nov,Sat,2,0.45,0
0.45,0.476,0.436,Nov,Sat,3,0.451,0
0.451,0.45,0.516,Nov,Sat,4,0.441,0
0.441,0.451,0.626,Nov,Sat,5,0.517,0
0.517,0.441,0.667,Nov,Sat,6,0.629,0
0.629,0.517,0.696,Nov,Sat,7,0.698,0
0.698,0.629,0.712,Nov,Sat,8,0.731,0
0.731,0.698,0.705,Nov,Sat,9,0.715,0
0.715,0.731,0.719,Nov,Sat,10,0.708,0
0.708,0.715,0.733,Nov,Sat,11,0.694,0
0.694,0.708,0.689,Nov,Sat,12,0.715,0
0.715,0.694,0.694,Nov,Sat,13,0.69,0
0.69,0.715,0.679,Nov,Sat,14,0.686,0
0.686,0.69,0.773,Nov,Sat,15,0.669,0
0.669,0.686,1.052,Nov,Sat,16,0.754,1
0.754,0.669,1.12,Nov,Sat,17,1.034,1
1.034,0.754,1.083,Nov,Sat,18,1.108,1
1.108,1.034,1.056,Nov,Sat,19,1.063,1
1.063,1.108,0.923,Nov,Sat,20,0.966,1
0.966,1.063,0.767,Nov,Sat,21,0.886,1
0.886,0.966,0.625,Nov,Sat,22,0.745,0
0.745,0.886,0.531,Nov,Sat,23,0.609,0
0.609,0.745,0.476,Nov,Sun,0,0.532,0
0.532,0.609,0.45,Nov,Sun,1,0.481,0
0.481,0.532,0.451,Nov,Sun,2,0.456,0
0.456,0.481,0.441,Nov,Sun,3,0.457,0
0.457,0.456,0.517,Nov,Sun,4,0.438,0
0.438,0.457,0.629,Nov,Sun,5,0.484,0
0.484,0.438,0.698,Nov,Sun,6,0.584,0
0.584,0.484,0.731,Nov,Sun,7,0.654,0
0.654,0.584,0.715,Nov,Sun,8,0.681,0
0.681,0.654,0.708,Nov,Sun,9,0.716,0
0.716,0.681,0.694,Nov,Sun,10,0.739,0
0.739,0.716,0.715,Nov,Sun,11,0.751,1
0.751,0.739,0.69,Nov,Sun,12,0.804,1
0.804,0.751,0.686,Nov,Sun,13,0.771,1
0.771,0.804,0.669,Nov,Sun,14,0.766,1
0.766,0.771,0.754,Nov,Sun,15,0.75,0
0.75,0.766,1.034,Nov,Sun,16,0.805,1
0.805,0.75,1.108,Nov,Sun,17,1.08,1
1.08,0.805,1.063,Nov,Sun,18,1.116,1
1.116,1.08,0.966,Nov,Sun,19,1.051,1
1.051,1.116,0.886,Nov,Sun,20,0.983,1
0.983,1.051,0.745,Nov,Sun,21,0.876,1
0.876,0.983,0.609,Nov,Sun,22,0.742,0
0.742,0.876,0.532,Nov,Sun,23,0.63,0
0.63,0.742,0.481,Nov,Mon,0,0.523,0
0.523,0.63,0.456,Nov,Mon,1,0.48,0
0.48,0.523,0.457,Nov,Mon,2,0.455,0
0.455,0.48,0.438,Nov,Mon,3,0.452,0
0.452,0.455,0.484,Nov,Mon,4,0.435,0
0.435,0.452,0.584,Nov,Mon,5,0.473,0
0.473,0.435,0.654,Nov,Mon,6,0.567,0
0.567,0.473,0.681,Nov,Mon,7,0.633,0
0.633,0.567,0.716,Nov,Mon,8,0.703,0
0.703,0.633,0.739,Nov,Mon,9,0.725,0
0.725,0.703,0.751,Nov,Mon,10,0.719,0
0.719,0.725,0.804,Nov,Mon,11,0.762,1
0.762,0.719,0.771,Nov,Mon,12,0.79,1
0.79,0.762,0.766,Nov,Mon,13,0.762,1
0.762,0.79,0.75,Nov,Mon,14,0.741,0
0.741,0.762,0.805,Nov,Mon,15,0.748,0
0.748,0.741,1.08,Nov,Mon,16,0.815,1
0.815,0.748,1.116,Nov,Mon,17,1.107,1
1.107,0.815,1.051,Nov,Mon,18,1.16,1
1.16,1.107,0.983,Nov,Mon,19,1.104,1
1.104,1.16,0.876,Nov,Mon,20,1.007,1
1.007,1.104,0.742,Nov,Mon,21,0.883,1
0.883,1.007,0.63,Nov,Mon,22,0.746,0
0.746,0.883,0.523,Nov,Mon,23,0.609,0
0.609,0.746,0.48,Nov,Tue,0,0.511,0
0.511,0.609,0.455,Nov,Tue,1,0.46,0
0.46,0.511,0.452,Nov,Tue,2,0.441,0
0.441,0.46,0.435,Nov,Tue,3,0.452,0
0.452,0.441,0.473,Nov,Tue,4,0.434,0
0.434,0.452,0.567,Nov,Tue,5,0.505,0
0.505,0.434,0.633,Nov,Tue,6,0.602,0
0.602,0.505,0.703,Nov,Tue,7,0.651,0
0.651,0.602,0.725,Nov,Tue,8,0.671,0
0.671,0.651,0.719,Nov,Tue,9,0.703,0
0.703,0.671,0.762,Nov,Tue,10,0.697,0
0.697,0.703,0.79,Nov,Tue,11,0.721,0
0.721,0.697,0.762,Nov,Tue,12,0.743,0
0.743,0.721,0.741,Nov,Tue,13,0.724,0
0.724,0.743,0.748,Nov,Tue,14,0.71,0
0.71,0.724,0.815,Nov,Tue,15,0.697,0
0.697,0.71,1.107,Nov,Tue,16,0.801,1
0.801,0.697,1.16,Nov,Tue,17,1.1,1
1.1,0.801,1.104,Nov,Tue,18,1.179,1
1.179,1.1,1.007,Nov,Tue,19,1.071,1
1.071,1.179,0.883,Nov,Tue,20,1.026,1
1.026,1.071,0.746,Nov,Tue,21,0.921,1
0.921,1.026,0.609,Nov,Tue,22,0.737,0
0.737,0.921,0.511,Nov,Tue,23,0.591,0
0.591,0.737,0.46,Nov,Wed,0,0.493,0
0.493,0.591,0.441,Nov,Wed,1,0.448,0
0.448,0.493,0.452,Nov,Wed,2,0.434,0
0.434,0.448,0.434,Nov,Wed,3,0.444,0
0.444,0.434,0.505,Nov,Wed,4,0.436,0
0.436,0.444,0.602,Nov,Wed,5,0.514,0
0.514,0.436,0.651,Nov,Wed,6,0.618,0
0.618,0.514,0.671,Nov,Wed,7,0.667,0
0.667,0.618,0.703,Nov,Wed,8,0.675,0
0.675,0.667,0.697,Nov,Wed,9,0.676,0
0.676,0.675,0.721,Nov,Wed,10,0.677,0
0.677,0.676,0.743,Nov,Wed,11,0.691,0
0.691,0.677,0.724,Nov,Wed,12,0.697,0
0.697,0.691,0.71,Nov,Wed,13,0.639,0
0.639,0.697,0.697,Nov,Wed,14,0.64,0
0.64,0.639,0.801,Nov,Wed,15,0.657,0
0.657,0.64,1.1,Nov,Wed,16,0.775,1
0.775,0.657,1.179,Nov,Wed,17,1.051,1
1.051,0.775,1.071,Nov,Wed,18,1.128,1
1.128,1.051,1.026,Nov,Wed,19,1.064,1
1.064,1.128,0.921,Nov,Wed,20,1.022,1
1.022,1.064,0.737,Nov,Wed,21,0.906,1
0.906,1.022,0.591,Nov,Wed,22,0.749,0
0.749,0.906,0.493,Nov,Wed,23,0.602,0
0.602,0.749,0.448,Nov,Thu,0,0.506,0
0.506,0.602,0.434,Nov,Thu,1,0.449,0
0.449,0.506,0.444,Nov,Thu,2,0.433,0
0.433,0.449,0.436,Nov,Thu,3,0.44,0
0.44,0.433,0.514,Nov,Thu,4,0.433,0
0.433,0.44,0.618,Nov,Thu,5,0.517,0
0.517,0.433,0.667,Nov,Thu,6,0.621,0
0.621,0.517,0.675,Nov,Thu,7,0.659,0
0.659,0.621,0.676,Nov,Thu,8,0.657,0
0.657,0.659,0.677,Nov,Thu,9,0.677,0
0.677,0.657,0.691,Nov,Thu,10,0.678,0
0.678,0.677,0.697,Nov,Thu,11,0.688,0
0.688,0.678,0.639,Nov,Thu,12,0.671,0
0.671,0.688,0.64,Nov,Thu,13,0.701,0
0.701,0.671,0.657,Nov,Thu,14,0.688,0
0.688,0.701,0.775,Nov,Thu,15,0.656,0
0.656,0.688,1.051,Nov,Thu,16,0.778,1
0.778,0.656,1.128,Nov,Thu,17,1.035,1
1.035,0.778,1.064,Nov,Thu,18,1.087,1
1.087,1.035,1.022,Nov,Thu,19,1.107,1
1.107,1.087,0.906,Nov,Thu,20,1.051,1
1.051,1.107,0.749,Nov,Thu,21,0.943,1
0.943,1.051,0.602,Nov,Thu,22,0.772,1
0.772,0.943,0.506,Nov,Thu,23,0.626,0
0.626,0.772,0.449,Nov,Fri,0,0.516,0
0.516,0.626,0.433,Nov,Fri,1,0.456,0
0.456,0.516,0.44,Nov,Fri,2,0.429,0
0.429,0.456,0.433,Nov,Fri,3,0.442,0
0.442,0.429,0.517,Nov,Fri,4,0.434,0
0.434,0.442,0.621,Nov,Fri,5,0.518,0
0.518,0.434,0.659,Nov,Fri,6,0.626,0
0.626,0.518,0.657,Nov,Fri,7,0.683,0
0.683,0.626,0.677,Nov,Fri,8,0.716,0
0.716,0.683,0.678,Nov,Fri,9,0.712,0
0.712,0.716,0.688,Nov,Fri,10,0.73,0
0.73,0.712,0.671,Nov,Fri,11,0.749,0
0.749,0.73,0.701,Nov,Fri,12,0.767,1
0.767,0.749,0.688,Nov,Fri,13,0.722,0
0.722,0.767,0.656,Nov,Fri,14,0.717,0
0.717,0.722,0.778,Nov,Fri,15,0.702,0
0.702,0.717,1.035,Nov,Fri,16,0.775,1
0.775,0.702,1.087,Nov,Fri,17,1.058,1
1.058,0.775,1.107,Nov,Fri,18,1.097,1
1.097,1.058,1.051,Nov,Fri,19,1.021,1
1.021,1.097,0.943,Nov,Fri,20,0.992,1
0.992,1.021,0.772,Nov,Fri,21,0.911,1
0.911,0.992,0.626,Nov,Fri,22,0.769,1
0.769,0.911,0.516,Nov,Fri,23,0.617,0
0.617,0.769,0.456,Nov,Sat,0,0.516,0
0.516,0.617,0.429,Nov,Sat,1,0.46,0
0.46,0.516,0.442,Nov,Sat,2,0.442,0
0.442,0.46,0.434,Nov,Sat,3,0.439,0
0.439,0.442,0.518,Nov,Sat,4,0.427,0
0.427,0.439,0.626,Nov,Sat,5,0.495,0
0.495,0.427,0.683,Nov,Sat,6,0.587,0
0.587,0.495,0.716,Nov,Sat,7,0.651,0
0.651,0.587,0.712,Nov,Sat,8,0.706,0
0.706,0.651,0.73,Nov,Sat,9,0.737,0
0.737,0.706,0.749,Nov,Sat,10,0.784,1
0.784,0.737,0.767,Nov,Sat,11,0.762,1
0.762,0.784,0.722,Nov,Sat,12,0.769,1
0.769,0.762,0.717,Nov,Sat,13,0.756,1
0.756,0.769,0.702,Nov,Sat,14,0.728,0
0.728,0.756,0.775,Nov,Sat,15,0.718,0
0.718,0.728,1.058,Nov,Sat,16,0.804,1
0.804,0.718,1.097,Nov,Sat,17,1.057,1
1.057,0.804,1.021,Nov,Sat,18,1.098,1
1.098,1.057,0.992,Nov,Sat,19,1.03,1
1.03,1.098,0.911,Nov,Sat,20,0.971,1
0.971,1.03,0.769,Nov,Sat,21,0.879,1
0.879,0.971,0.617,Nov,Sat,22,0.737,0
0.737,0.879,0.516,Nov,Sat,23,0.63,0
0.63,0.737,0.46,Nov,Sun,0,0.524,0
0.524,0.63,0.442,Nov,Sun,1,0.47,0
0.47,0.524,0.439,Nov,Sun,2,0.441,0
0.441,0.47,0.427,Nov,Sun,3,0.44,0
0.44,0.441,0.495,Nov,Sun,4,0.419,0
0.419,0.44,0.587,Nov,Sun,5,0.468,0
0.468,0.419,0.651,Nov,Sun,6,0.535,0
0.535,0.468,0.706,Nov,Sun,7,0.603,0
0.603,0.535,0.737,Nov,Sun,8,0.674,0
0.674,0.603,0.784,Nov,Sun,9,0.714,0
0.714,0.674,0.762,Nov,Sun,10,0.735,0
0.735,0.714,0.769,Nov,Sun,11,0.741,0
0.741,0.735,0.756,Nov,Sun,12,0.773,1
0.773,0.741,0.728,Nov,Sun,13,0.734,0
0.734,0.773,0.718,Nov,Sun,14,0.718,0
0.718,0.734,0.804,Nov,Sun,15,0.743,0
0.743,0.718,1.057,Nov,Sun,16,0.851,1
0.851,0.743,1.098,Nov,Sun,17,1.086,1
1.086,0.851,1.03,Nov,Sun,18,1.124,1
1.124,1.086,0.971,Nov,Sun,19,1.077,1
1.077,1.124,0.879,Nov,Sun,20,0.98,1
0.98,1.077,0.737,Nov,Sun,21,0.899,1
0.899,0.98,0.63,Nov,Sun,22,0.807,1
0.807,0.899,0.524,Nov,Sun,23,0.638,0
0.638,0.807,0.47,Nov,Mon,0,0.524,0
0.524,0.638,0.441,Nov,Mon,1,0.471,0
0.471,0.524,0.44,Nov,Mon,2,0.454,0
0.454,0.471,0.419,Nov,Mon,3,0.459,0
0.459,0.454,0.468,Nov,Mon,4,0.431,0
0.431,0.459,0.535,Nov,Mon,5,0.479,0
0.479,0.431,0.603,Nov,Mon,6,0.537,0
0.537,0.479,0.674,Nov,Mon,7,0.587,0
0.587,0.537,0.714,Nov,Mon,8,0.678,0
0.678,0.587,0.735,Nov,Mon,9,0.723,0
0.723,0.678,0.741,Nov,Mon,10,0.717,0
0.717,0.723,0.773,Nov,Mon,11,0.74,0
0.74,0.717,0.734,Nov,Mon,12,0.785,1
0.785,0.74,0.718,Nov,Mon,13,0.718,0
